Category,ASIN,Price,Web Hierarchy,,UPC,"_Title (Brand name then item title, total 120 characters, exclude final words like the and and do not end abruptly)","_Short_Description max 500 characters (Brand name, then full item title, then bullets of Technical Details",_Brand_Name (18 character max),_Seller_Image_URL (Seperated by |)
Baby Toys,B000EMPK2W,24.99,Learning & Educational Toys,,,,,,
Baby Toys,B01AXAMLGW,44.99,Learning & Educational Toys,,,,,,
Baby Toys,B07F8SSM8X,37.99,Learning & Educational Toys,,,,,,
Baby Toys,B0796PR2RN,15.99,Learning & Educational Toys,,,,,,
Baby Toys,B07H74G2FT,34.99,Learning & Educational Toys,,,,,,
Baby Toys,B072M5CLW6,24.96,Learning & Educational Toys,,,,,,
Baby Toys,B01GJJH580,24.97,Learning & Educational Toys,,,,,,
Baby Toys,B071XC5R9L,29.95,Learning & Educational Toys,,,,,,
Baby Toys,B07BNWBY7Y,168.99,Learning & Educational Toys,,,,,,
Baby Toys,B000MEB5LM,22.39,Learning & Educational Toys,,,,,,
Baby Toys,B01N6HYJVF,32.99,Learning & Educational Toys,,,,,,
Baby Toys,B01IHFAQEY,39.99,Learning & Educational Toys,,,,,,
Baby Toys,B00068Q7LC,15.99,Learning & Educational Toys,,,,,,
Baby Toys,B07PKB8KCS,24.99,Learning & Educational Toys,,,,,,
Baby Toys,B076BPZ3ZH,29.99,Learning & Educational Toys,,,,,,
Baby Toys,B07GW6DCFC,17.99,Learning & Educational Toys,,,,,,
Baby Toys,B06XBJJRW1,29.99,Learning & Educational Toys,,,,,,
Baby Toys,B01MZ4MQRC,17.97,Learning & Educational Toys,,,,,,
Baby Toys,B000296LPW,26.91,Learning & Educational Toys,,,,,,
Baby Toys,B00008BFZH,39.19,Learning & Educational Toys,,,,,,
Baby Toys,B077XCN1FD,44.99,Learning & Educational Toys,,,,,,
Baby Toys,B01MTGKZ1L,49.98,Learning & Educational Toys,,,,,,
Baby Toys,B07JN89LLJ,26.96,Learning & Educational Toys,,,,,,
Baby Toys,B01AXAMOU0,28.59,Learning & Educational Toys,,,,,,
Baby Toys,B003DKKKTK,36.23,Learning & Educational Toys,,,,,,
Baby Toys,B01D2TC6HU,22.97,Learning & Educational Toys,,,,,,
Baby Toys,B00AE9RJ6A,23,Learning & Educational Toys,,,,,,
Baby Toys,B07HGVVP86,38.99,Learning & Educational Toys,,,,,,
Baby Toys,B075NZS1LJ,46.99,Learning & Educational Toys,,,,,,
Baby Toys,B0756FQ8ZG,18.99,Learning & Educational Toys,,,,,,
Baby Toys,B000P9WBLM,17,Learning & Educational Toys,,,,,,
Baby Toys,B004DJ51WQ,39.99,Learning & Educational Toys,,,,,,
Baby Toys,B07KFCL629,23.99,Learning & Educational Toys,,,,,,
,,,,,,,,,
,,,,,,,,,
Puzzles,B07BBYMGZ7,19.9,Kids Puzzles,,,,,,
Puzzles,B075WWMM3Y,18.99,Kids Puzzles,,,,,,
Puzzles,B079MH7B6D,19.9,Kids Puzzles,,,,,,
Puzzles,B07P545L7W,49.99,Kids Puzzles,,,,,,
Puzzles,B0033UWN68,14.99,Kids Puzzles,,,,,,
Puzzles,B01CILGRZA,16.89,Kids Puzzles,,,,,,
Puzzles,B0026ZPT6W,12.95,Kids Puzzles,,,,,,
Puzzles,B00L5LEUOU,8.99,Kids Puzzles,,,,,,
Puzzles,B0033UWNDQ,12.95,Kids Puzzles,,,,,,
Puzzles,B000P9WBLM,17,Kids Puzzles,,,,,,
Puzzles,B000NYPDIC,14.99,Kids Puzzles,,,,,,
Puzzles,B001628LSE,17,Kids Puzzles,,,,,,
Puzzles,B00KAAF0X2,13.99,Kids Puzzles,,,,,,
Puzzles,B00272N8HG,9.99,Kids Puzzles,,,,,,
Puzzles,B00SQ6A5Z0,14.99,Kids Puzzles,,,,,,
Puzzles,B00122TLGO,18,Kids Puzzles,,,,,,
Puzzles,B01B8L29X0,15,Kids Puzzles,,,,,,
Puzzles,B0026ZPTXU,12.99,Kids Puzzles,,,,,,
Puzzles,B00SQ6A456,14,Kids Puzzles,,,,,,
Puzzles,B00BTXFYOO,12.99,Kids Puzzles,,,,,,
Puzzles,B06ZY1R7CC,15.99,Kids Puzzles,,,,,,
Puzzles,B009IQ6L96,9.95,Kids Puzzles,,,,,,
Puzzles,B00OBPLLAS,23.21,Kids Puzzles,,,,,,
Puzzles,B07KF7SQXY,20.99,Kids Puzzles,,,,,,
Puzzles,B071LJHZKG,49.99,Kids Puzzles,,,,,,
Puzzles,B00OZZNF3U,37.12,Kids Puzzles,,,,,,
Puzzles,B000REP3E2,15.99,Kids Puzzles,,,,,,
Puzzles,B004RE411O,6.99,Kids Puzzles,,,,,,
Puzzles,B0006O7ZQM,17,Kids Puzzles,,,,,,
Puzzles,B00272N8TO,14.99,Kids Puzzles,,,,,,
Puzzles,B0021VSEY0,25.28,Kids Puzzles,,,,,,
Puzzles,B06XBJ1MBJ,14.99,Kids Puzzles,,,,,,
Puzzles,B071R6CRVB,15.99,Kids Puzzles,,,,,,
Puzzles,B00272N8T4,14.99,Kids Puzzles,,,,,,
Puzzles,B06WWRDBLG,38.99,Kids Puzzles,,,,,,
Puzzles,B001EY72Y8,19,Kids Puzzles,,,,,,
Puzzles,B00HR3A7LK,22.99,Kids Puzzles,,,,,,
Puzzles,B01E9HN5HO,15.99,Kids Puzzles,,,,,,
Puzzles,B071QWD888,15.99,Kids Puzzles,,,,,,
Puzzles,B00HR3AAGW,17,Kids Puzzles,,,,,,
Puzzles,B00SP6C1CQ,16.71,Kids Puzzles,,,,,,
Puzzles,B07M7S8M6W,23.99,Kids Puzzles,,,,,,
Puzzles,B06XBK3BRW,16.99,Kids Puzzles,,,,,,
Puzzles,B0016288MI,14,Kids Puzzles,,,,,,
Puzzles,B01846BL72,15,Kids Puzzles,,,,,,
Puzzles,B000BYNTYY,17.51,Kids Puzzles,,,,,,
Puzzles,B01N9JXEHF,29.34,Kids Puzzles,,,,,,
Puzzles,B06XBK3CYC,17.99,Kids Puzzles,,,,,,
Puzzles,B00004R8LX,30.27,Kids Puzzles,,,,,,
Puzzles,B079VWSTY9,19.9,Kids Puzzles,,,,,,
Puzzles,B0771JKR69,12.88,Kids Puzzles,,,,,,
Puzzles,B07313HGT1,15.55,Kids Puzzles,,,,,,
Puzzles,B07DMF4628,17.99,Kids Puzzles,,,,,,
Puzzles,B004RE2AQC,6.99,Kids Puzzles,,,,,,
Puzzles,B017SCJ2W4,16.99,Kids Puzzles,,,,,,
Puzzles,B01M9DJ4UV,12.9,Kids Puzzles,,,,,,
Puzzles,B00GRV5JNY,25.77,Kids Puzzles,,,,,,
Puzzles,B01MU1784A,15.59,Kids Puzzles,,,,,,
Puzzles,B0073BVIE6,14.95,Kids Puzzles,,,,,,
Puzzles,B00TEBVLM2,21.32,Kids Puzzles,,,,,,
Puzzles,B00QTNWLRM,29.73,Kids Puzzles,,,,,,
Puzzles,B01MZ3Y8JV,37.9,Kids Puzzles,,,,,,
Puzzles,B00C3S7MS0,17,Kids Puzzles,,,,,,
Puzzles,B0019RH5P6,18.4,Kids Puzzles,,,,,,
Puzzles,B0026ZPSXG,14.95,Kids Puzzles,,,,,,
Puzzles,B00004NKKN,19.95,Kids Puzzles,,,,,,
Puzzles,B0032W1M8M,14,Kids Puzzles,,,,,,
Puzzles,B01IH3Y548,20.99,Kids Puzzles,,,,,,
Puzzles,B07H6HWYK9,18.99,Kids Puzzles,,,,,,
Puzzles,B00Q2YE21Q,27.4,Kids Puzzles,,,,,,
Puzzles,B06XBCQPKJ,16.99,Kids Puzzles,,,,,,
Puzzles,B0018MQGFC,14.99,Kids Puzzles,,,,,,
Puzzles,B00272N8IA,12.99,Kids Puzzles,,,,,,
Puzzles,B0026ZPSS6,14.95,Kids Puzzles,,,,,,
Puzzles,B000P9YAAM,19,Kids Puzzles,,,,,,
Puzzles,B0029QCNK8,16.99,Kids Puzzles,,,,,,
Puzzles,B0007P954U,14.99,Kids Puzzles,,,,,,
Puzzles,B000H9F16W,36.55,Kids Puzzles,,,,,,
Puzzles,B07GF9421C,15.99,Kids Puzzles,,,,,,
Puzzles,B073W5LXS6,12.99,Kids Puzzles,,,,,,
Puzzles,B001R1PTKW,17,Kids Puzzles,,,,,,
Puzzles,B077KY57NP,14.99,Kids Puzzles,,,,,,
Puzzles,B000EB7AJO,14.27,Kids Puzzles,,,,,,
Puzzles,B004I8VMAW,17,Kids Puzzles,,,,,,
Puzzles,B07GP1LDPF,19.99,Kids Puzzles,,,,,,
Puzzles,B001R1RRC0,17,Kids Puzzles,,,,,,
Puzzles,B00BTXG1J6,12.99,Kids Puzzles,,,,,,
Puzzles,B01M3X2H7G,16.99,Kids Puzzles,,,,,,
,,,,,,,,,
Bread Makers,B07684XDM9,84.99,Bread Makers,,,,,,
Bread Makers,B00067REBU,79.96,Bread Makers,,,,,,
,,,,,,,,,
Label Makers,B01BD6DRI6,52.15,Label Makers,,,,,,
Label Makers,B007Z7MEAA,19.99,Label Makers,,,,,,
Label Makers,B01GQHHYFE,19.99,Label Makers,,,,,,
Label Makers,B01J3WQ360,28,Label Makers,,,,,,
Label Makers,B00TKR7YY4,80.99,Label Makers,,,,,,
Label Makers,B005TJMC0S,101.37,Label Makers,,,,,,
Label Makers,B00TKR82CW,94.99,Label Makers,,,,,,
Label Makers,B005X9VZ70,31.23,Label Makers,,,,,,
Label Makers,B013DG2FNW,49.49,Label Makers,,,,,,
Label Makers,B00QAQ563O,79.99,Label Makers,,,,,,
Label Makers,B0146SDE0Y,134.99,Label Makers,,,,,,
Label Makers,B001B1FIW2,39.99,Label Makers,,,,,,
Label Makers,B002QKCLF4,49.99,Label Makers,,,,,,
Label Makers,B009NVTE5E,50.81,Label Makers,,,,,,
Label Makers,B00V8KRS6U,43.08,Label Makers,,,,,,
Label Makers,B01762CNRM,48.37,Label Makers,,,,,,
Label Makers,B000II09IM,36.33,Label Makers,,,,,,
Label Makers,B001R53NOW,44.81,Label Makers,,,,,,
Label Makers,B00DSYEB28,74.99,Label Makers,,,,,,
Label Makers,B007OXW496,13.94,Label Makers,,,,,,
Label Makers,B001DY5CAU,34.89,Label Makers,,,,,,
Label Makers,B007JXJEOO,56.07,Label Makers,,,,,,
Label Makers,B000AN9I7I,43.09,Label Makers,,,,,,
Label Makers,B0000AQOD3,24.4,Label Makers,,,,,,
Label Makers,B00BTKXPYI,82.99,Label Makers,,,,,,
Label Makers,B0002T470S,89.99,Label Makers,,,,,,
Label Makers,B01BD6DROK,53.19,Label Makers,,,,,,
Label Makers,B00LV8QI9M,90.69,Label Makers,,,,,,
Label Makers,B00JHME7W4,159.99,Label Makers,,,,,,
,,,,,,,,,
Camera,B01N2MUU3T,48,Point and Shoot Cameras,,,,,,
Camera,B0734PL1K4,50.98,Point and Shoot Cameras,,,,,,
Camera,B07DPJL2DW,51.48,Point and Shoot Cameras,,,,,,
Camera,B00DFYVH1Y,63.74,Point and Shoot Cameras,,,,,,
Camera,B07KQS67GB,52.87,Point and Shoot Cameras,,,,,,
Camera,B01NA7WJ1G,45.99,Point and Shoot Cameras,,,,,,
Camera,B003YKOWU2,32.43,Point and Shoot Cameras,,,,,,
Camera,B0094AYU08,70.91,Point and Shoot Cameras,,,,,,
Camera,B004E2A3S4,51.79,Point and Shoot Cameras,,,,,,
Camera,B002RSJF1S,35.26,Point and Shoot Cameras,,,,,,
Camera,B00E837V0M,55.99,Point and Shoot Cameras,,,,,,
,,,,,,,,,
,B07H152XLY,120.79,DSLR Kits,,,,,,
,B00SJ06GG0,28.99,DSLR Kits,,,,,,
,B00MHGOGUK,16.49,DSLR Kits,,,,,,
,B00K8MTQGY,26.99,DSLR Kits,,,,,,
,B075BGY52K,79.99,DSLR Kits,,,,,,
,B01M0UDQ88,21.89,DSLR Kits,,,,,,
,B00CHHJQ0O,13.99,DSLR Kits,,,,,,
,B01J8VOG0Q,12.28,DSLR Kits,,,,,,
,B01B0TX6UA,19.99,DSLR Kits,,,,,,
,B00KYN1KK2,29.99,DSLR Kits,,,,,,
,B071ZH7LFX,28.99,DSLR Kits,,,,,,
,B075DH469P,29.99,DSLR Kits,,,,,,
,B06Y249F5Y,25.99,DSLR Kits,,,,,,
,B00K8MTPEW,26.99,DSLR Kits,,,,,,
,B073WQ4699,26.99,DSLR Kits,,,,,,
,,,,,,,,,
,B06WW64YM6,79.99,Instant Cameras,,,,,,
,B00TGOWK3Q,139.99,Instant Cameras,,,,,,
,B06WWL4JD8,83.98,Instant Cameras,,,,,,
,B06WWLJ7KY,89.99,Instant Cameras,,,,,,
,B06WWBTB3G,84.62,Instant Cameras,,,,,,
,B06X9C2696,79.99,Instant Cameras,,,,,,
,B07NLK5L32,89.99,Instant Cameras,,,,,,
,B07NLJXRY7,89.99,Instant Cameras,,,,,,
,B078HHBKZC,139.99,Instant Cameras,,,,,,
,B00TLZGJOQ,69.47,Instant Cameras,,,,,,
,B00AWKJPOK,69.99,Instant Cameras,,,,,,
,B078HL54YN,139.99,Instant Cameras,,,,,,
,B015JIA97Q,159.99,Instant Cameras,,,,,,
,B078HHBBZV,139.99,Instant Cameras,,,,,,
,B015R3WUH0,104.99,Instant Cameras,,,,,,
,B07BB5V3HR,96.99,Instant Cameras,,,,,,
,B075WXBGP6,96.99,Instant Cameras,,,,,,
,,,,,,,,,
,B07R4SNCPR,73.99,BB_29547 Camcorders,,,,,,
,B01N1SY8MN,85.93,BB_29547 Camcorders,,,,,,
,B07PS4TQ3G,69.99,BB_29547 Camcorders,,,,,,
,B07556SJP4,109.99,BB_29547 Camcorders,,,,,,
,B0171GDQT2,69.88,BB_29547 Camcorders,,,,,,
,B072FQRP45,49.99,BB_29547 Camcorders,,,,,,
,B07K7LGNPF,59.99,BB_29547 Camcorders,,,,,,
,B07KTXNNQY,99.99,BB_29547 Camcorders,,,,,,
,B075JFSZM9,109.99,BB_29547 Camcorders,,,,,,
,B0772MK25N,69.99,BB_29547 Camcorders,,,,,,
,B07NVBDXC3,89.99,BB_29547 Camcorders,,,,,,
,B07H5798YT,69.99,BB_29547 Camcorders,,,,,,
,B07D6J5DKG,79.99,BB_29547 Camcorders,,,,,,
,B07NY61YDX,79.99,BB_29547 Camcorders,,,,,,
,B07P1RWWRL,79.99,BB_29547 Camcorders,,,,,,
,B07K8K56NJ,84.99,BB_29547 Camcorders,,,,,,
,B00REMFU1Q,57.99,BB_29547 Camcorders,,,,,,
,B07JNV6SPQ,163.99,BB_29547 Camcorders,,,,,,
,B01LYSM20Z,84.99,BB_29547 Camcorders,,,,,,
,B07JP5KDFB,47.99,BB_29547 Camcorders,,,,,,
,B07K1HB7V3,79.99,BB_29547 Camcorders,,,,,,
,B07G2F5YXX,84.99,BB_29547 Camcorders,,,,,,
,B07DL3MFVZ,75.99,BB_29547 Camcorders,,,,,,
,B01LEH25W8,65.99,BB_29547 Camcorders,,,,,,
,B07HRB527V,69.99,BB_29547 Camcorders,,,,,,
,B07KQSZ211,59.99,BB_29547 Camcorders,,,,,,
,B07JMRYCQ9,59.99,BB_29547 Camcorders,,,,,,
,B01ICZL9SG,15.99,BB_29547 Camcorders,,,,,,
,B01KPR30YU,25.99,BB_29547 Camcorders,,,,,,
,B074M5XHRW,71.88,BB_29547 Camcorders,,,,,,
,B017VX4Z9U,69.99,BB_29547 Camcorders,,,,,,
,B01LZRV8AC,84.99,BB_29547 Camcorders,,,,,,
,B01NAQ4CPK,70.88,BB_29547 Camcorders,,,,,,
,B07LF8QBHG,89.97,BB_29547 Camcorders,,,,,,
,B07HL7G65Y,49.98,BB_29547 Camcorders,,,,,,
,B07DL2RNKC,38.78,BB_29547 Camcorders,,,,,,
,B07KG85XLM,109.99,BB_29547 Camcorders,,,,,,
,B0722HKTMM,35.99,BB_29547 Camcorders,,,,,,
,B06WV87CL3,59.95,BB_29547 Camcorders,,,,,,
,B07HGYRL4R,69.99,BB_29547 Camcorders,,,,,,
,,,,,,,,,
,B07GR4HTWL,9.99,Camera Straps,,,,,,
,B00ZH2PFTM,79.95,Camera Straps,,,,,,
,B01NASPXSR,23.99,Camera Straps,,,,,,
,B071K6H4NG,24.88,Camera Straps,,,,,,
,B0781SFYT3,64.95,Camera Straps,,,,,,
,B07258TNZD,49.95,Camera Straps,,,,,,
,B0194X71JQ,11.99,Camera Straps,,,,,,
,B016XOVPK0,13.99,Camera Straps,,,,,,
,B07GR2S3P2,9.99,Camera Straps,,,,,,
,B01M2X8IS4,19.99,Camera Straps,,,,,,
,B015CZ6DO4,64.95,Camera Straps,,,,,,
,B01G3TI058,13.99,Camera Straps,,,,,,
,B07FK4HQF3,14.59,Camera Straps,,,,,,
,B00WSBIDA8,11.99,Camera Straps,,,,,,
,B074LG3872,13.99,Camera Straps,,,,,,
,B01EUWUNO6,14.99,Camera Straps,,,,,,
,B07193B7TL,39.95,Camera Straps,,,,,,
,B07JJT9ZQH,21.23,Camera Straps,,,,,,
,B07GD8HH98,10.99,Camera Straps,,,,,,
,B01LEBV87M,14.99,Camera Straps,,,,,,
,B07DKHLJ14,14.99,Camera Straps,,,,,,
,B07H1YZ5X7,7.99,Camera Straps,,,,,,
,B0741G4S9P,49.95,Camera Straps,,,,,,
,B074KGF4D1,12.79,Camera Straps,,,,,,
,B010DNJ9P0,24.99,Camera Straps,,,,,,
,B076785GZ6,12.99,Camera Straps,,,,,,
,B074K9ZR1J,17.29,Camera Straps,,,,,,
,B00CFHBBUE,9.62,Camera Straps,,,,,,
,B00WSBIL6O,11.99,Camera Straps,,,,,,
,B00CFHBBDG,10.52,Camera Straps,,,,,,
,B07JK6P144,21.23,Camera Straps,,,,,,
,B01H4ZN3PW,19.99,Camera Straps,,,,,,
,B013HEL8WY,29.95,Camera Straps,,,,,,
,B06XWCB24V,9.99,Camera Straps,,,,,,
,B01MXY73GK,12.99,Camera Straps,,,,,,
,B079QJZFWT,29.99,Camera Straps,,,,,,
,B01J0RWIV2,11.99,Camera Straps,,,,,,
,B078QPCSLK,39.99,Camera Straps,,,,,,
,B073W8R2WH,22.99,Camera Straps,,,,,,
,B071KPGRZH,46,Camera Straps,,,,,,
,B074KHWQH5,21.98,Camera Straps,,,,,,
,B07F7WFZTB,9.55,Camera Straps,,,,,,
,B06ZZRW8BL,23.59,Camera Straps,,,,,,
,B078841LWD,14.43,Camera Straps,,,,,,
,B076KNFQH5,8.99,Camera Straps,,,,,,
,B07GRR4L6K,9.99,Camera Straps,,,,,,
,B01H4ZGR5A,12.65,Camera Straps,,,,,,
,,,,,,,,,
,B0792VQVFD,29.99,Tripods,,,,,,
,B073GW4ZWM,30.99,Tripods,,,,,,
,B005KP473Q,50.39,Tripods,,,,,,
,B07GRPQ732,31.99,Tripods,,,,,,
,B015CGRREI,101.99,Tripods,,,,,,
,B018LEUWTU,26.99,Tripods,,,,,,
,B00XI87KV8,20.71,Tripods,,,,,,
,B01N6JCW8F,69.49,Tripods,,,,,,
,B01MT1KF0F,52.49,Tripods,,,,,,
,B07N67D14D,105.99,Tripods,,,,,,
,B00D76RNLS,26.47,Tripods,,,,,,
,B0748D4HGY,34.99,Tripods,,,,,,
,B073N9687P,29.98,Tripods,,,,,,
,B07F2LCBSP,54.99,Tripods,,,,,,
,B01DK7RI4K,16.99,Tripods,,,,,,
,B07Q7295BH,19.99,Tripods,,,,,,
,B06XKXCTSN,57.49,Tripods,,,,,,
,B07J5GCFL7,65.99,Tripods,,,,,,
,B073WCL4NS,61.99,Tripods,,,,,,
,B00WO65Z6C,19.98,Tripods,,,,,,
,B07M8KTVGR,79.09,Tripods,,,,,,
,B07837W5NX,20.98,Tripods,,,,,,
,B019RT2D90,101.29,Tripods,,,,,,
,B001FSJHHI,61,Tripods,,,,,,
,B07PJ7X9NL,23.99,Tripods,,,,,,
,B07JC3QSYJ,32.99,Tripods,,,,,,
,B004EIL4R2,69,Tripods,,,,,,
,B07L88QKK8,79.99,Tripods,,,,,,
,B07DZYB5WW,41.99,Tripods,,,,,,
,B077PNS1L1,28.99,Tripods,,,,,,
,B00M78G2VO,9.27,Tripods,,,,,,
,B00L6CBKAK,94.43,Tripods,,,,,,
,B07C4RWVPG,119.99,Tripods,,,,,,
,B07GYB44RD,129,Tripods,,,,,,
,B071ZFFWFP,56.7,Tripods,,,,,,
,B072PT7PQR,101.99,Tripods,,,,,,
,B0742BBTPD,69.99,Tripods,,,,,,
,B00NSEKEMO,135.99,Tripods,,,,,,
,B00WWNFRD8,75.99,Tripods,,,,,,
,B00L6F16L0,79.99,Tripods,,,,,,
,B017NA7V1U,19.99,Tripods,,,,,,
,B0149KBPB4,63.14,Tripods,,,,,,
,B0797SX6JK,96,Tripods,,,,,,
,B07C8148QW,69.99,Tripods,,,,,,
